age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
53,non-binary,9,Instagram,Travel,United States,Sub_Urban,Software Engineer,10340,FALSE,FALSE,TRUE
35,female,9,Facebook,Sports,United Kingdom,Rural,Student,17422,TRUE,TRUE,TRUE
56,male,7,YouTube,Lifestlye,Australia,Urban,Student,14133,FALSE,TRUE,FALSE
49,female,2,Instagram,Lifestlye,Australia,Urban,Marketer Manager,10659,TRUE,TRUE,FALSE
41,male,5,YouTube,Travel,United States,Sub_Urban,Marketer Manager,19752,TRUE,TRUE,TRUE
40,male,4,YouTube,Lifestlye,Australia,Urban,Student,13457,TRUE,TRUE,TRUE
49,female,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,19848,TRUE,TRUE,TRUE
54,male,2,Facebook,Sports,Australia,Sub_Urban,Software Engineer,12975,FALSE,TRUE,TRUE
29,male,6,Facebook,Sports,United States,Rural,Marketer Manager,19241,FALSE,TRUE,FALSE
30,non-binary,5,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,10453,FALSE,FALSE,FALSE
40,male,2,Facebook,Travel,United Kingdom,Rural,Software Engineer,19896,FALSE,TRUE,TRUE
42,female,1,Facebook,Lifestlye,United States,Sub_Urban,Marketer Manager,18184,TRUE,TRUE,TRUE
52,female,8,Facebook,Sports,United Kingdom,Rural,Student,15442,TRUE,TRUE,FALSE
58,male,2,Facebook,Travel,United States,Sub_Urban,Software Engineer,10818,TRUE,TRUE,TRUE
47,non-binary,7,Instagram,Sports,Australia,Rural,Student,14868,TRUE,FALSE,FALSE
34,non-binary,9,YouTube,Travel,United States,Sub_Urban,Software Engineer,10012,FALSE,TRUE,TRUE
37,male,9,Facebook,Sports,United States,Rural,Student,17727,TRUE,FALSE,FALSE
42,male,8,Facebook,Lifestlye,Australia,Sub_Urban,Student,10920,FALSE,FALSE,TRUE
39,female,9,YouTube,Sports,United Kingdom,Urban,Marketer Manager,14920,TRUE,FALSE,TRUE
30,male,2,Instagram,Sports,Australia,Rural,Student,12418,TRUE,TRUE,FALSE
36,non-binary,6,YouTube,Sports,United States,Sub_Urban,Marketer Manager,19506,TRUE,TRUE,FALSE
53,male,4,YouTube,Sports,Australia,Rural,Software Engineer,16475,TRUE,TRUE,TRUE
29,female,4,Facebook,Sports,United States,Rural,Student,12017,FALSE,FALSE,TRUE
58,female,5,YouTube,Lifestlye,Australia,Sub_Urban,Student,17957,FALSE,FALSE,FALSE
36,female,3,YouTube,Travel,Australia,Rural,Software Engineer,19420,FALSE,FALSE,FALSE
29,female,1,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,14792,FALSE,FALSE,TRUE
26,female,8,Facebook,Lifestlye,United States,Urban,Student,16830,TRUE,TRUE,TRUE
24,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,12434,TRUE,TRUE,FALSE
45,male,3,Facebook,Sports,United States,Urban,Marketer Manager,12868,FALSE,TRUE,FALSE
31,male,7,YouTube,Travel,Australia,Rural,Software Engineer,11438,FALSE,FALSE,FALSE
48,male,7,YouTube,Sports,United States,Rural,Software Engineer,13543,TRUE,FALSE,FALSE
36,female,1,Instagram,Lifestlye,United Kingdom,Rural,Student,11781,TRUE,TRUE,FALSE
64,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16343,FALSE,TRUE,TRUE
33,male,2,YouTube,Travel,United Kingdom,Urban,Software Engineer,12263,FALSE,FALSE,TRUE
22,non-binary,5,Instagram,Sports,United States,Rural,Marketer Manager,10211,FALSE,TRUE,FALSE
52,male,5,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18699,TRUE,TRUE,TRUE
29,male,8,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16159,FALSE,FALSE,TRUE
42,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,Student,17027,FALSE,FALSE,FALSE
38,female,7,Instagram,Sports,Australia,Rural,Software Engineer,10331,FALSE,FALSE,TRUE
53,male,7,Facebook,Travel,Australia,Urban,Student,16860,FALSE,TRUE,TRUE
40,male,6,Facebook,Sports,United States,Urban,Software Engineer,18044,FALSE,FALSE,TRUE
33,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,18169,TRUE,TRUE,FALSE
56,non-binary,9,Facebook,Sports,United Kingdom,Sub_Urban,Student,18742,FALSE,TRUE,FALSE
62,female,6,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15720,TRUE,FALSE,TRUE
59,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,19133,FALSE,TRUE,TRUE
56,non-binary,2,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,10727,FALSE,FALSE,TRUE
31,female,5,Instagram,Lifestlye,Australia,Sub_Urban,Student,14975,FALSE,FALSE,TRUE
48,non-binary,4,Facebook,Sports,Australia,Urban,Marketer Manager,13243,TRUE,TRUE,TRUE
22,female,2,Instagram,Sports,Australia,Rural,Marketer Manager,10648,TRUE,TRUE,TRUE
52,male,3,Instagram,Lifestlye,United States,Urban,Software Engineer,15095,TRUE,FALSE,FALSE
40,female,7,Instagram,Travel,United States,Urban,Software Engineer,16614,FALSE,FALSE,TRUE
46,male,8,YouTube,Sports,United Kingdom,Rural,Student,17135,FALSE,FALSE,TRUE
60,non-binary,6,Instagram,Travel,United States,Rural,Software Engineer,11009,TRUE,FALSE,FALSE
28,non-binary,5,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,11550,TRUE,FALSE,TRUE
35,male,1,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,18995,FALSE,FALSE,TRUE
64,non-binary,8,YouTube,Sports,United States,Urban,Marketer Manager,17492,TRUE,TRUE,TRUE
29,female,3,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,13401,FALSE,TRUE,TRUE
26,male,6,YouTube,Travel,United Kingdom,Sub_Urban,Student,17447,TRUE,TRUE,FALSE
27,non-binary,3,Facebook,Sports,United States,Rural,Student,15424,TRUE,TRUE,TRUE
61,male,7,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,14241,TRUE,FALSE,FALSE
34,female,7,YouTube,Lifestlye,United Kingdom,Urban,Software Engineer,13161,FALSE,TRUE,TRUE
55,female,9,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,14155,FALSE,TRUE,TRUE
24,non-binary,5,Instagram,Sports,Australia,Urban,Student,17478,TRUE,FALSE,FALSE
63,female,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,18719,FALSE,TRUE,TRUE
30,male,8,Instagram,Travel,United States,Urban,Software Engineer,19215,FALSE,FALSE,FALSE
57,female,1,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,16617,FALSE,FALSE,FALSE
59,male,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,15660,FALSE,FALSE,FALSE
26,male,3,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,18624,TRUE,FALSE,TRUE
44,female,1,Instagram,Travel,United States,Rural,Software Engineer,11176,FALSE,FALSE,TRUE
19,non-binary,4,Facebook,Sports,Australia,Rural,Software Engineer,17956,FALSE,TRUE,TRUE
22,female,8,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,18592,TRUE,TRUE,TRUE
46,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,12233,FALSE,TRUE,FALSE
54,male,2,Instagram,Lifestlye,United States,Rural,Software Engineer,14700,FALSE,FALSE,TRUE
55,female,9,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15906,FALSE,TRUE,TRUE
36,non-binary,5,YouTube,Sports,Australia,Sub_Urban,Student,17860,TRUE,TRUE,FALSE
25,non-binary,7,Instagram,Travel,Australia,Urban,Software Engineer,17526,TRUE,TRUE,FALSE
62,male,2,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,15559,FALSE,TRUE,TRUE
18,male,9,Facebook,Sports,United States,Rural,Student,16732,FALSE,FALSE,FALSE
39,non-binary,9,YouTube,Travel,Australia,Sub_Urban,Student,12513,TRUE,TRUE,FALSE
34,female,4,YouTube,Lifestlye,United Kingdom,Urban,Student,17830,TRUE,FALSE,FALSE
24,male,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,19965,TRUE,FALSE,FALSE
42,male,6,Instagram,Travel,United Kingdom,Rural,Software Engineer,16944,FALSE,TRUE,FALSE
62,non-binary,6,YouTube,Travel,Australia,Sub_Urban,Software Engineer,17910,FALSE,FALSE,TRUE
21,female,1,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15649,TRUE,FALSE,TRUE
53,non-binary,9,Instagram,Sports,Australia,Rural,Software Engineer,11096,FALSE,FALSE,TRUE
23,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Marketer Manager,19120,FALSE,FALSE,TRUE
48,female,5,YouTube,Sports,Australia,Rural,Software Engineer,11951,FALSE,FALSE,TRUE
36,female,9,Instagram,Sports,Australia,Rural,Student,19746,FALSE,FALSE,TRUE
61,male,4,YouTube,Sports,Australia,Urban,Software Engineer,19186,FALSE,FALSE,TRUE
56,non-binary,3,Instagram,Travel,Australia,Urban,Marketer Manager,17799,FALSE,TRUE,FALSE
44,non-binary,7,Facebook,Travel,Australia,Urban,Marketer Manager,18804,FALSE,TRUE,TRUE
27,female,6,Instagram,Sports,United Kingdom,Urban,Student,10595,TRUE,FALSE,TRUE
43,male,8,Instagram,Sports,Australia,Rural,Marketer Manager,17875,TRUE,FALSE,TRUE
36,male,3,YouTube,Travel,United States,Sub_Urban,Software Engineer,19033,TRUE,TRUE,FALSE
56,non-binary,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,14439,TRUE,TRUE,TRUE
20,male,4,Instagram,Sports,Australia,Rural,Student,15972,TRUE,TRUE,TRUE
62,male,4,Facebook,Lifestlye,United States,Rural,Marketer Manager,10858,TRUE,TRUE,FALSE
30,female,4,Instagram,Travel,Australia,Sub_Urban,Student,15519,TRUE,FALSE,TRUE
45,male,8,Instagram,Sports,United States,Urban,Software Engineer,17385,TRUE,FALSE,TRUE
37,female,6,Facebook,Lifestlye,United States,Rural,Student,18636,TRUE,TRUE,FALSE
45,non-binary,3,YouTube,Lifestlye,United States,Rural,Marketer Manager,19980,FALSE,TRUE,TRUE
25,male,5,Instagram,Lifestlye,United States,Urban,Student,14317,FALSE,TRUE,FALSE
58,non-binary,6,YouTube,Travel,United Kingdom,Rural,Marketer Manager,13454,TRUE,TRUE,TRUE
56,non-binary,5,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,11030,FALSE,FALSE,TRUE
18,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,19487,FALSE,TRUE,TRUE
20,male,8,Facebook,Lifestlye,Australia,Rural,Software Engineer,17906,TRUE,TRUE,FALSE
30,non-binary,7,YouTube,Travel,United States,Urban,Software Engineer,11447,TRUE,TRUE,FALSE
45,male,5,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,12850,TRUE,FALSE,FALSE
42,female,6,YouTube,Lifestlye,Australia,Rural,Student,18106,FALSE,FALSE,TRUE
50,female,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,17151,FALSE,FALSE,TRUE
55,male,9,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,19503,TRUE,TRUE,FALSE
23,non-binary,4,Facebook,Lifestlye,Australia,Urban,Software Engineer,16952,FALSE,TRUE,FALSE
61,male,1,Instagram,Lifestlye,United States,Sub_Urban,Student,14055,FALSE,TRUE,TRUE
62,male,7,Instagram,Travel,United States,Rural,Software Engineer,15402,FALSE,FALSE,TRUE
49,non-binary,7,YouTube,Lifestlye,United States,Urban,Software Engineer,19281,TRUE,FALSE,TRUE
62,non-binary,4,Facebook,Travel,United States,Urban,Software Engineer,11672,FALSE,TRUE,TRUE
64,female,3,Instagram,Travel,Australia,Rural,Student,14532,FALSE,TRUE,FALSE
38,non-binary,8,Instagram,Sports,Australia,Rural,Marketer Manager,14924,FALSE,FALSE,TRUE
33,female,5,Facebook,Sports,Australia,Urban,Software Engineer,16085,FALSE,TRUE,TRUE
38,non-binary,7,YouTube,Lifestlye,United Kingdom,Rural,Student,17734,FALSE,TRUE,TRUE
28,male,4,Facebook,Travel,Australia,Urban,Software Engineer,14864,FALSE,TRUE,TRUE
54,female,4,Facebook,Sports,United States,Rural,Student,19316,FALSE,FALSE,TRUE
53,female,8,Instagram,Lifestlye,United Kingdom,Rural,Software Engineer,11221,TRUE,TRUE,TRUE
52,female,8,Instagram,Sports,United States,Sub_Urban,Student,12860,TRUE,TRUE,TRUE
36,male,2,YouTube,Sports,United States,Rural,Software Engineer,18428,FALSE,TRUE,FALSE
37,male,2,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,19336,TRUE,TRUE,FALSE
35,male,3,Instagram,Travel,Australia,Rural,Software Engineer,13253,FALSE,FALSE,FALSE
64,male,3,Facebook,Sports,United States,Urban,Student,13782,FALSE,FALSE,TRUE
58,male,1,Instagram,Sports,United States,Urban,Software Engineer,16957,FALSE,FALSE,FALSE
31,female,3,YouTube,Travel,United Kingdom,Rural,Marketer Manager,10766,TRUE,TRUE,TRUE
32,male,6,Facebook,Lifestlye,Australia,Rural,Software Engineer,12681,FALSE,FALSE,TRUE
48,female,8,YouTube,Travel,United Kingdom,Urban,Student,17710,FALSE,TRUE,TRUE
18,male,6,Facebook,Sports,United Kingdom,Rural,Student,17482,TRUE,FALSE,TRUE
20,non-binary,5,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,15086,TRUE,TRUE,FALSE
33,female,4,Facebook,Sports,United States,Sub_Urban,Student,17964,FALSE,FALSE,TRUE
40,non-binary,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,12665,TRUE,FALSE,TRUE
28,female,4,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,19951,TRUE,FALSE,FALSE
29,non-binary,7,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,13513,FALSE,TRUE,FALSE
27,male,1,YouTube,Lifestlye,Australia,Rural,Student,10495,FALSE,TRUE,FALSE
49,male,7,YouTube,Sports,Australia,Rural,Software Engineer,15822,FALSE,TRUE,TRUE
33,male,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,12072,TRUE,FALSE,FALSE
25,female,2,Instagram,Travel,United States,Rural,Software Engineer,17795,TRUE,TRUE,TRUE
55,non-binary,4,Instagram,Sports,Australia,Rural,Marketer Manager,18529,TRUE,TRUE,TRUE
29,male,1,Facebook,Travel,United Kingdom,Sub_Urban,Student,13949,FALSE,TRUE,FALSE
41,non-binary,9,Facebook,Sports,United Kingdom,Rural,Student,16033,TRUE,TRUE,FALSE
45,non-binary,6,Facebook,Lifestlye,United States,Rural,Student,18328,TRUE,TRUE,FALSE
25,male,1,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,12555,FALSE,TRUE,TRUE
45,male,1,YouTube,Lifestlye,Australia,Sub_Urban,Student,16370,FALSE,FALSE,TRUE
53,non-binary,6,Instagram,Sports,United States,Rural,Marketer Manager,14415,FALSE,FALSE,TRUE
43,male,4,Facebook,Travel,Australia,Urban,Marketer Manager,15959,TRUE,TRUE,TRUE
25,male,4,Facebook,Travel,Australia,Urban,Student,19107,FALSE,FALSE,TRUE
45,male,6,Instagram,Sports,Australia,Sub_Urban,Software Engineer,15993,TRUE,FALSE,TRUE
45,female,7,Instagram,Sports,United Kingdom,Urban,Software Engineer,15021,TRUE,TRUE,FALSE
54,non-binary,9,Facebook,Travel,United Kingdom,Sub_Urban,Student,12907,FALSE,TRUE,TRUE
58,non-binary,5,Facebook,Travel,Australia,Urban,Student,12914,FALSE,FALSE,FALSE
53,female,9,Facebook,Travel,Australia,Urban,Marketer Manager,13870,FALSE,TRUE,FALSE
44,non-binary,4,Instagram,Travel,United States,Urban,Student,19190,FALSE,FALSE,FALSE
34,male,2,Facebook,Sports,United States,Sub_Urban,Marketer Manager,15085,FALSE,FALSE,FALSE
26,non-binary,3,Facebook,Sports,United Kingdom,Sub_Urban,Student,16546,TRUE,FALSE,FALSE
50,male,1,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,10395,TRUE,TRUE,TRUE
37,female,6,Instagram,Travel,United States,Sub_Urban,Software Engineer,10938,TRUE,FALSE,TRUE
30,male,6,YouTube,Lifestlye,Australia,Urban,Student,19828,FALSE,TRUE,TRUE
45,non-binary,1,YouTube,Sports,United Kingdom,Urban,Marketer Manager,12510,TRUE,TRUE,TRUE
46,non-binary,3,Facebook,Sports,Australia,Sub_Urban,Software Engineer,14636,FALSE,TRUE,FALSE
30,non-binary,5,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11649,FALSE,TRUE,FALSE
63,female,3,Facebook,Travel,United Kingdom,Sub_Urban,Student,13690,TRUE,TRUE,FALSE
52,female,3,Instagram,Travel,United Kingdom,Rural,Student,13435,TRUE,FALSE,TRUE
23,non-binary,3,YouTube,Travel,United States,Urban,Software Engineer,13201,FALSE,TRUE,TRUE
35,male,5,Instagram,Travel,United Kingdom,Rural,Student,14179,TRUE,TRUE,TRUE
22,female,5,Facebook,Lifestlye,United States,Rural,Software Engineer,18405,FALSE,TRUE,TRUE
64,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,13237,TRUE,TRUE,FALSE
42,non-binary,1,Facebook,Sports,United States,Urban,Software Engineer,13862,TRUE,TRUE,FALSE
19,female,5,Instagram,Travel,United Kingdom,Sub_Urban,Software Engineer,10058,TRUE,FALSE,TRUE
27,female,5,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,14938,TRUE,TRUE,TRUE
47,female,4,YouTube,Travel,Australia,Rural,Software Engineer,12971,TRUE,TRUE,FALSE
62,male,6,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19719,FALSE,FALSE,FALSE
22,male,4,Facebook,Travel,United Kingdom,Sub_Urban,Student,18314,TRUE,TRUE,FALSE
50,non-binary,7,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,19628,TRUE,FALSE,FALSE
18,female,7,Facebook,Travel,Australia,Urban,Software Engineer,19354,TRUE,FALSE,TRUE
35,male,2,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,13345,FALSE,FALSE,FALSE
49,female,3,Facebook,Sports,United States,Urban,Marketer Manager,12486,FALSE,FALSE,FALSE
64,non-binary,1,YouTube,Travel,United States,Sub_Urban,Software Engineer,10561,FALSE,TRUE,FALSE
28,male,8,YouTube,Travel,United States,Urban,Student,13981,FALSE,TRUE,FALSE
38,male,9,Facebook,Sports,Australia,Urban,Marketer Manager,16261,FALSE,FALSE,TRUE
43,male,4,Instagram,Lifestlye,Australia,Urban,Software Engineer,11737,TRUE,FALSE,TRUE
42,non-binary,6,Facebook,Lifestlye,Australia,Urban,Marketer Manager,19096,TRUE,TRUE,TRUE
39,female,9,Instagram,Travel,United States,Sub_Urban,Student,13554,TRUE,FALSE,TRUE
44,male,6,Facebook,Lifestlye,United Kingdom,Rural,Student,19918,FALSE,FALSE,TRUE
30,non-binary,9,YouTube,Travel,Australia,Urban,Student,19126,FALSE,FALSE,TRUE
50,female,4,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,17095,TRUE,TRUE,FALSE
51,non-binary,8,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,18266,FALSE,FALSE,FALSE
58,female,9,Instagram,Travel,United Kingdom,Urban,Student,10294,FALSE,TRUE,FALSE
52,non-binary,4,YouTube,Sports,United States,Rural,Software Engineer,18212,FALSE,TRUE,FALSE
18,female,5,Facebook,Sports,United Kingdom,Urban,Student,19230,TRUE,TRUE,TRUE
38,male,8,YouTube,Travel,Australia,Sub_Urban,Software Engineer,15330,TRUE,FALSE,FALSE
23,female,6,Instagram,Travel,United States,Rural,Student,14655,FALSE,FALSE,TRUE
45,non-binary,7,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,11109,FALSE,TRUE,FALSE
34,non-binary,3,YouTube,Lifestlye,Australia,Urban,Student,13771,FALSE,TRUE,FALSE
22,female,7,Instagram,Lifestlye,United States,Rural,Student,18563,FALSE,TRUE,FALSE
48,male,8,Instagram,Travel,Australia,Sub_Urban,Software Engineer,16123,TRUE,FALSE,TRUE
22,male,6,YouTube,Travel,Australia,Sub_Urban,Software Engineer,17647,FALSE,FALSE,FALSE
55,female,9,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,11174,TRUE,TRUE,TRUE
20,female,6,YouTube,Sports,Australia,Urban,Software Engineer,11164,TRUE,TRUE,TRUE
40,non-binary,9,Instagram,Lifestlye,United Kingdom,Rural,Software Engineer,19284,TRUE,FALSE,FALSE
54,male,4,YouTube,Lifestlye,Australia,Urban,Software Engineer,19475,FALSE,TRUE,TRUE
54,female,8,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,19037,TRUE,FALSE,TRUE
27,male,4,YouTube,Lifestlye,Australia,Urban,Student,18712,TRUE,FALSE,FALSE
27,female,2,Instagram,Travel,United States,Rural,Student,14466,FALSE,TRUE,FALSE
36,female,9,Instagram,Travel,United States,Urban,Student,15538,FALSE,TRUE,FALSE
34,male,5,Facebook,Sports,Australia,Urban,Marketer Manager,17111,FALSE,FALSE,FALSE
38,female,4,YouTube,Sports,United States,Urban,Student,18434,TRUE,FALSE,FALSE
31,female,2,YouTube,Sports,Australia,Urban,Marketer Manager,12800,FALSE,FALSE,FALSE
26,non-binary,1,Instagram,Sports,United States,Sub_Urban,Marketer Manager,14607,TRUE,FALSE,TRUE
63,female,7,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,17262,TRUE,FALSE,FALSE
18,female,6,Instagram,Travel,Australia,Sub_Urban,Student,11541,FALSE,TRUE,FALSE
62,female,2,Facebook,Travel,United Kingdom,Urban,Marketer Manager,12765,TRUE,FALSE,TRUE
30,non-binary,8,Facebook,Sports,United Kingdom,Rural,Student,14491,TRUE,FALSE,FALSE
21,male,4,Instagram,Sports,Australia,Sub_Urban,Student,13083,TRUE,FALSE,TRUE
18,non-binary,8,YouTube,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,15356,TRUE,TRUE,FALSE
57,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Software Engineer,11857,FALSE,TRUE,FALSE
49,male,5,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,10769,TRUE,FALSE,TRUE
51,non-binary,8,Facebook,Travel,Australia,Rural,Marketer Manager,11422,FALSE,FALSE,FALSE
45,male,9,Instagram,Travel,Australia,Urban,Student,18598,TRUE,TRUE,TRUE
48,non-binary,5,YouTube,Travel,United States,Sub_Urban,Marketer Manager,12972,TRUE,TRUE,FALSE
25,male,5,Instagram,Sports,Australia,Rural,Marketer Manager,11872,FALSE,TRUE,FALSE
56,female,2,Facebook,Travel,Australia,Sub_Urban,Student,15599,TRUE,TRUE,TRUE
43,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,12269,TRUE,FALSE,FALSE
51,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,15275,TRUE,TRUE,FALSE
20,non-binary,7,Facebook,Sports,United States,Rural,Student,14749,TRUE,FALSE,TRUE
29,non-binary,5,Instagram,Lifestlye,United Kingdom,Urban,Student,16571,TRUE,FALSE,FALSE
18,female,8,Instagram,Sports,United Kingdom,Rural,Software Engineer,19373,TRUE,TRUE,TRUE
61,non-binary,1,YouTube,Travel,United States,Urban,Student,15072,FALSE,TRUE,FALSE
22,female,3,Facebook,Travel,United Kingdom,Urban,Software Engineer,19631,FALSE,TRUE,TRUE
47,female,3,YouTube,Travel,United Kingdom,Urban,Marketer Manager,15463,FALSE,TRUE,FALSE
47,female,9,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,17450,TRUE,FALSE,TRUE
34,female,5,Instagram,Sports,United Kingdom,Rural,Student,18420,TRUE,FALSE,TRUE
64,male,9,Facebook,Travel,United States,Rural,Student,13959,TRUE,FALSE,FALSE
40,male,9,Instagram,Sports,United States,Rural,Marketer Manager,11313,FALSE,TRUE,FALSE
32,non-binary,1,Facebook,Travel,United Kingdom,Urban,Software Engineer,17847,TRUE,FALSE,TRUE
54,male,2,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11070,FALSE,TRUE,FALSE
38,male,5,Instagram,Lifestlye,United States,Urban,Marketer Manager,19166,TRUE,FALSE,TRUE
31,non-binary,4,YouTube,Sports,United States,Rural,Student,19930,TRUE,TRUE,FALSE
19,non-binary,9,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,13285,TRUE,FALSE,FALSE
28,non-binary,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18949,FALSE,FALSE,TRUE
56,male,6,Instagram,Sports,United Kingdom,Sub_Urban,Student,13095,TRUE,TRUE,TRUE
55,male,7,YouTube,Travel,Australia,Rural,Marketer Manager,10320,FALSE,FALSE,FALSE
51,non-binary,1,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,12321,TRUE,FALSE,FALSE
55,female,1,YouTube,Sports,United Kingdom,Sub_Urban,Student,10555,TRUE,TRUE,FALSE
51,non-binary,8,YouTube,Lifestlye,United States,Urban,Student,14939,FALSE,TRUE,FALSE
35,female,2,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,15432,TRUE,TRUE,FALSE
47,female,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11386,TRUE,TRUE,TRUE
32,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Student,14763,TRUE,TRUE,FALSE
44,non-binary,6,Facebook,Sports,Australia,Urban,Student,16854,TRUE,FALSE,FALSE
51,non-binary,1,Facebook,Sports,Australia,Urban,Software Engineer,17637,FALSE,TRUE,TRUE
55,male,1,Instagram,Sports,United States,Urban,Software Engineer,14841,FALSE,FALSE,TRUE
50,female,2,YouTube,Lifestlye,United Kingdom,Rural,Student,13867,TRUE,FALSE,TRUE
41,male,6,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,13793,TRUE,TRUE,FALSE
32,male,6,Instagram,Lifestlye,United States,Urban,Student,17373,FALSE,FALSE,TRUE
47,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,12513,TRUE,FALSE,TRUE
59,male,1,Facebook,Lifestlye,United States,Urban,Software Engineer,13803,FALSE,TRUE,TRUE
34,non-binary,5,Facebook,Travel,United Kingdom,Rural,Marketer Manager,12327,TRUE,FALSE,TRUE
22,female,5,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,18809,FALSE,TRUE,FALSE
46,non-binary,2,Facebook,Travel,United Kingdom,Rural,Marketer Manager,12165,FALSE,TRUE,FALSE
21,male,6,Instagram,Lifestlye,United States,Sub_Urban,Student,13308,FALSE,TRUE,FALSE
27,male,9,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16452,FALSE,FALSE,TRUE
34,non-binary,2,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,18067,TRUE,FALSE,TRUE
27,non-binary,2,Facebook,Travel,United Kingdom,Sub_Urban,Marketer Manager,17642,TRUE,FALSE,TRUE
34,male,3,Instagram,Travel,United States,Sub_Urban,Student,16404,FALSE,FALSE,TRUE
37,female,7,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,10992,FALSE,TRUE,TRUE
41,female,6,Facebook,Travel,United Kingdom,Rural,Marketer Manager,15424,FALSE,FALSE,TRUE
22,non-binary,8,YouTube,Travel,Australia,Rural,Software Engineer,19569,FALSE,TRUE,FALSE
51,female,8,Facebook,Sports,United Kingdom,Sub_Urban,Student,14381,TRUE,FALSE,FALSE
